prefix	title	tag	label	flag	num	text_1	text_2	text_3	text_4	text_5	text_6	text_7	text_8	text_9	text_10	text_11	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10	score_11
酷	酷狗|音乐	网站	0	train	10	酷狗|音乐	酷狗	酷狗|音乐|下载	酷我|音乐	酷狗|音乐|下载|安装|2018	酷跑	酷|的|滕	酷狗|音乐|播放器	酷狗|音乐	酷安	PAD	0.172	0.062	0.040999999999999995	0.033	0.027999999999999997	0.027000000000000003	0.016	0.012	0.011000000000000001	0.009000000000000001	0.0
情不知	情不知|所|起|却|一往情深	阅读	0	train	10	情不知|所|起|一往而深	情不知|所|起|一往而深	情不知|所|起	情不知|所|起|2c|一往而深	情不知|所|起|的|整|首|诗	情不知|所|起|gl|桥|边|落木	情不知|所|起|一往而深	情不知|所|起|2c|一往情深	情不知|所|起|一往情深	情不知|所|起|一往情深	PAD	0.462	0.209	0.09	0.028999999999999998	0.026000000000000002	0.024	0.019	0.017	0.013000000000000001	0.011000000000000001	0.0
高	高德|地图	百科	0	train	8	高德|地图	高清|欧|美|videossexo	高考|录取|分数线	高铁票|查询	高铁票	高云翔	高校|模拟器	高考|录取|查询|入口	PAD	PAD	PAD	0.021	0.011000000000000001	0.008	0.006999999999999999	0.006999999999999999	0.006	0.006	0.006	0.0	0.0	0.0
高	高德|地图	应用	1	train	8	高德|地图	高清|欧|美|videossexo	高考|录取|分数线	高铁票|查询	高铁票	高云翔	高校|模拟器	高考|录取|查询|入口	PAD	PAD	PAD	0.021	0.011000000000000001	0.008	0.006999999999999999	0.006999999999999999	0.006	0.006	0.006	0.0	0.0	0.0
胃癌|的	胃癌|的|早期|症状	健康	1	train	10	胃癌|的|早期|症状	胃癌|的|症状	胃癌|的|早期|症状|女性	胃癌|的|早期|症状|有|哪些	胃癌|的|早期|症状|和|前兆	胃癌|的|早期|症状|及|表现	胃癌|的|症状|和|前兆	胃癌|的|原因	胃癌|的|前兆	胃癌|的|早期|症状|图片	PAD	0.8320000000000001	0.039	0.024	0.017	0.016	0.006999999999999999	0.006	0.003	0.002	0.002	0.0
纳兰	纳兰性|德词传	阅读	0	train	9	纳兰性德	纳兰容若	纳兰容若|经典|诗词	纳兰词|中|最|唯美|的|句子	纳兰明珠	纳兰容|若|最|美|的|情诗	纳兰性德|经典|诗词	纳兰词	纳兰珠儿	PAD	PAD	0.128	0.122	0.051	0.031	0.028999999999999998	0.028999999999999998	0.024	0.024	0.023	0.0	0.0
黑曼巴	黑曼巴|和|眼镜|王蛇|谁|厉害	知道	0	train	9	黑曼巴蛇	黑曼巴蛇|图片	黑曼巴蛇|vs|眼镜|王蛇	黑曼巴|精神	黑曼巴|标志	黑曼巴|科比|标志|图片	黑曼巴|vs|眼镜|王蛇|视频	黑曼巴|图片	黑曼巴|c	PAD	PAD	0.278	0.106	0.03	0.023	0.012	0.012	0.011000000000000001	0.009000000000000001	0.009000000000000001	0.0	0.0
e|代驾	e|代驾	应用	1	train	10	e|代驾|官网	e|代驾|司机|注册|申请	e|代驾|司机|端	e|代驾|司机|在线|报名	e|代驾在线|报名|官网	e|代驾|司机|招聘|条件	e|代驾|电话	e|代驾|怎么样	e|代驾|官网|在线|报名	e|代驾|号码	PAD	0.16	0.146	0.039	0.025	0.02	0.018000000000000002	0.017	0.015	0.015	0.015	0.0
北京|天气	天气|预报|爱|尚|天气	应用	0	train	10	北京|天气|预报	北京|天气|预报|15|天	北京|天气|预报|今天	北京|天气|预报|一|周	北京|天气|预报|一|周|15	北京|天气|预	北京|天气|暴雨|预警	北京|天气|预报|一|周|天气	北京|天气|预报|30|天气	北京|天气|预报|30|天	PAD	0.174	0.016	0.006	0.005	0.005	0.004	0.004	0.002	0.002	0.002	0.0
百	橘子树|嫁接|2C|方法|2C|百度|一下	知道	0	train	10	百度|一下	百度	百度|翻译	百度|地图	百|世|快递|单号|查询	百|世|快递	百姓|网	百度|贴吧	百度|网盘	百度|翻译|在线|翻译	PAD	0.809	0.051	0.01	0.006	0.005	0.003	0.002	0.002	0.002	0.002	0.0
严君	严君泽	百科	1	train	10	严君泽	严君泽|表情|包	严君泽|女|朋友	严君平	严君泽|女|朋友|小野|墨子	严君泽|为什么|叫|让帝	严君泽|百度|百科	严君泽微博	严君泽|百度|百科	严君泽|图片	PAD	0.777	0.057	0.027000000000000003	0.024	0.019	0.018000000000000002	0.018000000000000002	0.013000000000000001	0.011000000000000001	0.006999999999999999	0.0
乳酸|左氧	乳酸|左氧氟|沙星	百科	0	train	10	乳酸|左氧氟|沙星	乳酸|左氧氟|沙星|分散片	乳酸|左氧|氟沙|星片	乳酸|左氧氟|沙星|滴眼液	乳酸|左氧氟|沙星|注射液	乳酸|左氧氟|沙星|氯化钠	乳酸|左氧氟|沙星|注射|夜	乳酸|左氧氟|沙星片|用量	乳酸|左氧氟|沙星|胶囊	乳酸|左氧氟|沙星|作用	PAD	0.38799999999999996	0.259	0.179	0.062	0.027000000000000003	0.015	0.013000000000000001	0.006999999999999999	0.006999999999999999	0.005	0.0
作	作业|帮|一|课	应用	0	train	9	作业|帮	作文	作文|大全|400|字	作文|大全	作业|帮|免费|下载	作业|帮	作文|题目	作业|盒子	作文|素材	PAD	PAD	0.141	0.084	0.033	0.032	0.025	0.013000000000000001	0.013000000000000001	0.011000000000000001	0.009000000000000001	0.0	0.0
陈小	陈小春|为什么|怕|应|采儿	知道	0	train	8	陈小春	陈小纭	陈小春|和|应采儿	陈小硕	陈小硕|个人|资料	陈小硕|和|前夫|离婚|照片	陈小鲁|在|三亚|被|灭口	陈小云	PAD	PAD	PAD	0.258	0.049	0.049	0.021	0.02	0.017	0.016	0.013000000000000001	0.0	0.0	0.0
冲阳	冲阳穴	百科	1	train	6	冲阳|准确|位置图|和|作用	冲阳穴	冲阳|的|准确|位置图	冲阳|的|准确|位置|图片	冲阳穴|怎么|找|简单|点	冲阳穴|的|准确|位置	PAD	PAD	PAD	PAD	PAD	0.344	0.301	0.126	0.057	0.027999999999999997	0.025	0.0	0.0	0.0	0.0	0.0
双色球|开奖	福利|彩票|双色球|开奖|结果	百科	1	train	10	双色球|开奖|结果	双色球|开|奖结	双色球|开奖|号码	双色球|开奖|结果|走势|图	双色球|开奖|号	双色球|开奖|结果|今天	双色球|开奖|结果|查询	双色球|开奖|结果|今天|的	双色球|开奖|时间	双色球|开奖|走势|图	PAD	0.635	0.096	0.042	0.036000000000000004	0.027000000000000003	0.018000000000000002	0.011000000000000001	0.006	0.003	0.003	0.0
双|开|助手	双|开|助手	百科	1	train	10	双|开|助手|下载	双|开|助手|微信	双|开|助手|多|开|分身|版	双|开|助手|下载|安装	双|开|助手|怎么|用	双|开|助手|微信|多|开|分身	双|开|助手|微信|下载	双|开|助手|官网	双|开|助手|破解|版	双|开|助手|多|开|分身|)	PAD	0.124	0.028999999999999998	0.022000000000000002	0.021	0.006999999999999999	0.006	0.003	0.003	0.002	0.002	0.0
咽喉炎	慢性|咽喉炎	百科	0	train	10	咽喉炎|有|哪些|症状	咽喉炎|吃|什么|药	咽喉炎|该|怎么|治疗	咽喉炎|怎么|好|的|快	咽喉炎|最佳|治疗|方法	咽喉炎|治疗	咽喉炎|症状	咽喉炎|吃|什么|药|好|得|快	咽喉炎|最佳|治疗	咽喉炎|偏方|简直|太|神|了	PAD	0.16699999999999998	0.07400000000000001	0.073	0.028999999999999998	0.025	0.019	0.016	0.016	0.016	0.012	0.0
只要|功夫	只要|功夫|深|铁杵磨成针	百科	1	train	5	只要|功夫|深|铁杵磨成针	只要|功夫|深	只要|功夫|深|下|一|句	只要|功夫|深|的|下|一|句	只要|功夫|下|的|深	PAD	PAD	PAD	PAD	PAD	PAD	0.5429999999999999	0.20600000000000002	0.17	0.064	0.017	0.0	0.0	0.0	0.0	0.0	0.0
陌陌	陌陌	百科	0	train	8	陌陌|下载	陌陌|手机|版|官方|下载	陌陌|交友	陌陌|直播	陌陌|平台	陌陌|下载|安装	陌陌|头像	陌陌|晒奶	PAD	PAD	PAD	0.129	0.032	0.023	0.017	0.009000000000000001	0.009000000000000001	0.008	0.008	0.0	0.0	0.0
新浪|微	微博	应用	0	train	10	新浪|微博	新浪|微博|登录	新浪|微博|网页版	新浪|微博|登陆	新浪|微博|登录|网页版	新浪|微博|登录|首页	新浪|微博|网页版|手机	新浪|微博|网页版|登陆	新浪|微博|网页|登录	新浪|微博|搜索	PAD	0.626	0.09699999999999999	0.095	0.015	0.011000000000000001	0.008	0.006999999999999999	0.006999999999999999	0.006	0.006	0.0
林保怡	微博	应用	0	train	10	林保怡|出柜	林保怡|男友	林保怡|老婆	林保怡|电视剧|大全	林保怡|男友|黄嘉乐	林保怡|黎姿	林保怡|出柜|男友|彭冠期	林保怡|电视剧	林保怡|出柜|男友	林保怡|身高	PAD	0.052000000000000005	0.038	0.027000000000000003	0.018000000000000002	0.017	0.013000000000000001	0.012	0.009000000000000001	0.008	0.008	0.0
癌症	癌症	百科	1	train	10	癌症|晚期|胃肠道|症状	癌症|症状	癌症|的|早期|信号	癌症|会|传染|吗	癌症|病人|死|前|五|个|阶段	癌症|前期|的|18|种|预兆	癌症|晚期	癌症|后背痛|的|特点	癌症|晚期|能|活|多久|一般	癌症|的|早期|信号|指甲	PAD	0.05	0.040999999999999995	0.04	0.039	0.033	0.016	0.015	0.013999999999999999	0.012	0.009000000000000001	0.0
怎么|能|让|皮肤	怎么|能|让|皮肤|变|白|啊	健康	0	train	8	怎么|能|让|皮肤|变|白	怎么|能|让|皮肤|变|好	怎么|能|让|皮肤|好	怎么|能|让|皮肤|变|得|更|好	怎么|能|让|皮肤|变|得|紧致	怎么|能|让|皮肤|细腻|光滑	怎么|能|让|皮肤|紧致	怎么|能|让|皮肤|变|白	PAD	PAD	PAD	0.782	0.064	0.035	0.031	0.027000000000000003	0.024	0.021	0.016	0.0	0.0	0.0
降压	降压	百科	0	train	10	降压|药|有|哪些	降压|药	降压|药|什么|时候|吃|最|好	降压|药|致癌	降压|食物	降压|菜|100|种|菜谱	降压茶	降压|药|分类	降压|草	降压|最|有效|的|小|偏方	PAD	0.11199999999999999	0.109	0.071	0.053	0.037000000000000005	0.035	0.033	0.019	0.018000000000000002	0.016	0.0
找	安心|找|工作网	快应用	0	train	9	找|工作	找|靓机	找|工作|哪个|网站|最|靠谱	找|工作|招聘|附近	找回|微信	找|在家|做|的|工作	找|工作|招聘	找|靓机|靠谱|吗	找|你|妹	PAD	PAD	0.08900000000000001	0.036000000000000004	0.03	0.011000000000000001	0.009000000000000001	0.009000000000000001	0.009000000000000001	0.008	0.006999999999999999	0.0	0.0
游戏	游戏|中心	网站	1	train	10	游戏|名字	游戏|超人	游戏|中心	游戏|大全	游戏|实名|认证	游戏|名字|大全	游戏|修改器	游戏|名	游戏|俱乐部	游戏|王	PAD	0.045	0.044000000000000004	0.038	0.027000000000000003	0.018000000000000002	0.017	0.016	0.015	0.015	0.011000000000000001	0.0
陌陌	MOMO|陌陌	应用	1	train	8	陌陌|下载	陌陌|手机|版|官方|下载	陌陌|交友	陌陌|直播	陌陌|平台	陌陌|下载|安装	陌陌|头像	陌陌|晒奶	PAD	PAD	PAD	0.129	0.032	0.023	0.017	0.009000000000000001	0.009000000000000001	0.008	0.008	0.0	0.0	0.0
梦幻西游|手|游	梦幻西游手游|官网	网站	1	train	10	梦幻西游|手游|藏宝阁	梦幻西游手游|官网|版	梦幻西游手游|官网	梦幻西游|手游|网易|版	梦幻西游|手游|怎么|赚钱	梦幻西游手游|交易|平台	梦幻西游|手游|吧	梦幻西游|手游|新|门派	梦幻西游手游|攻略	梦幻西游手游|论坛	PAD	0.19899999999999998	0.068	0.035	0.025	0.008	0.006999999999999999	0.006999999999999999	0.006999999999999999	0.005	0.004	0.0
汽车|之	汽车|之|家	网站	0	train	10	汽车|之|家	汽车|之|家|2018|最新|报价	汽车|之|家|官网	汽车|之|家|2018	汽车|之|家|报价	汽车|之|家|2018|最新	汽车|之|家|汽车|报价	汽车|之|家|2017	汽车|之|家	汽车|之|家|官网|首页	PAD	0.67	0.147	0.066	0.031	0.015	0.005	0.004	0.004	0.003	0.003	0.0
阿里巴巴	阿里巴巴	应用	0	train	10	阿里巴巴|批发网|官网	阿里巴巴网店|批发网	阿里巴巴|批发网	阿里巴巴|股价	阿里巴巴|市值	阿里巴巴|股票	阿里巴巴|集团	阿里巴巴|国际站	阿里巴巴|招聘	阿里巴巴|总部	PAD	0.08	0.040999999999999995	0.03	0.018000000000000002	0.012	0.011000000000000001	0.011000000000000001	0.006999999999999999	0.006	0.005	0.0
肝癌|患者	肝癌|患者|饮食	健康	1	train	10	肝癌|患者|饮食	肝癌|患者|的|指甲图	肝癌|患者|的|饮食|食谱	肝癌|患者|的|饮食|禁忌	肝癌|患者|吃|什么|最|好	肝癌|患者|晚期|临终|迹象	肝癌|患者|吃|什么	肝癌|患者|能|吃|虾|吗	肝癌|患者|吃|什么|水果|好	肝癌|患者|吃|什么|好	PAD	0.20600000000000002	0.165	0.13699999999999998	0.07400000000000001	0.04	0.04	0.028999999999999998	0.025	0.024	0.024	0.0
火山|视频	西瓜|视频|原|头条|视频	应用	0	train	10	火山|视频|免费|下载	火山|视频|下载|安装	火山|视频|下载	火山|视频|怎么|赚钱	火山|视频|解析	火山|视频	火山|视频|下	火山|视频|免费|下载|安装	火山|视频|解析|下载	火山|视频|解析|下载|保存	PAD	0.084	0.03	0.027000000000000003	0.026000000000000002	0.018000000000000002	0.013000000000000001	0.011000000000000001	0.011000000000000001	0.008	0.005	0.0
田姐	田姐|辣妹	百科	1	train	10	田姐|辣妹	田姐|辣妹|电视剧	田姐|辣妹|所有|演员表	田姐|辣妹|演员表	田姐|辣妹|剧情|介绍	田姐|辣妹|演员|表|介绍	田姐|辣妹|电视剧	田姐|辣妹|电视剧|26|集	田姐|辣妹|演员|介绍	田姐|辣妹|大|结局	PAD	0.451	0.18899999999999997	0.051	0.044000000000000004	0.04	0.035	0.02	0.013000000000000001	0.01	0.009000000000000001	0.0
皮肤	皮肤|瘙痒|怎么办	影视	1	train	10	皮肤|瘙痒	皮肤|纤维瘤	皮肤|过敏	皮肤病	皮肤癌	皮肤|晒|伤|发红|怎么办	皮肤病|种类	皮肤癌|早期|症状|图片	皮肤|过敏|怎么办	皮肤|过敏症	PAD	0.034	0.024	0.02	0.019	0.017	0.015	0.011000000000000001	0.011000000000000001	0.01	0.009000000000000001	0.0
刨根问底	刨根问底	百科	1	train	10	刨根问底|的|意思|是|什么	刨根问底|的|意思	刨根问底|的|拼音	刨根问底|是|什么|意思	刨根问底|是|什么|意思	刨根问底|造|句	刨根问底|的|解释	刨根问底|的|意思|是	刨根问底|的|词语|解释	刨根问底|什么|意思	PAD	0.49	0.152	0.037000000000000005	0.019	0.015	0.012	0.011000000000000001	0.01	0.01	0.01	0.0
中国|纺织科学	中国|纺织|科学技术|史	百科	0	train	1	中国|纺织科学|研究院	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	PAD	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
红烧|狮子|头	秘制|红烧|狮子|头	百科	0	train	10	红烧|狮子头|的|做法	红烧|狮子头|的|家常|做法	红烧|狮子|头|做法	红烧|狮子头|怎么|做	红烧|狮子|头|图片	红烧|狮子头|百度|百科	红烧|狮子头|的|正宗|做法	红烧|狮子|头|的|汁|怎么|调	红烧|狮子|头|简单|做法	红烧|狮子|头|做法|家常	PAD	0.233	0.21899999999999997	0.07400000000000001	0.027000000000000003	0.016	0.012	0.009000000000000001	0.006	0.006	0.004	0.0
情侣	MOMO|陌陌	应用	0	train	10	情侣|头像	情侣|网名	情侣|头像|图片	情侣|头像|一|男|一|女	情侣|头像|一|对|两|张	情侣|头像|动漫	情侣|头像|二|次|元	情侣|网名|大全	情侣|头像|集	情侣|头像|一|男|一|女|分开	PAD	0.255	0.07400000000000001	0.031	0.023	0.02	0.018000000000000002	0.017	0.017	0.013000000000000001	0.013000000000000001	0.0
羊奶	晚上|喝|羊奶	健康	0	train	10	羊|奶粉|排行榜|10|强	羊|奶粉|好|还是|牛奶粉|好	羊奶|为什么|不|能|长期|喝	羊|奶粉	羊|奶果	羊奶|的|功效|与|作用	羊|奶粉|排行	羊奶子	羊奶|好|还是|牛奶|好	羊|奶粉|哪个|牌子|好	PAD	0.11199999999999999	0.10400000000000001	0.073	0.064	0.035	0.034	0.023	0.019	0.018000000000000002	0.013999999999999999	0.0
老师|我|想|对|你|说	老师|我|想|对|你|说|Live|)	音乐	0	train	10	老师|我|想|对|你|说|作文	老师|我|想|对|你|说|300|字	老师|我|想|对|你|说|200|字	老师|我|想|对|你|说|400|字	老师|我|想|对|你|说|作文|500	老师|我|想|对|你|说|100|字	老师|我|想|对|你|说|手抄报	老师|我|想|对|你|说|50|字	老师|我|想|对|你|说|500|字	老师|我|想|对|你|说|作文|600	PAD	0.168	0.038	0.027999999999999997	0.027000000000000003	0.024	0.021	0.02	0.018000000000000002	0.013000000000000001	0.006999999999999999	0.0
爱奇艺	爱奇艺|阅读	应用	0	train	10	爱奇艺|下载	爱奇艺|官网	爱奇艺|\|电视剧	爱奇艺|视频	爱奇艺|会员	爱奇艺|\	爱奇艺|app|下载	爱奇艺|会员|账号|免费	爱奇艺	爱奇艺|下截	PAD	0.078	0.047	0.027000000000000003	0.025	0.021	0.013000000000000001	0.013000000000000001	0.013000000000000001	0.009000000000000001	0.006999999999999999	0.0
药尘	药尊者|药尘	百科	0	train	10	药尘|图片	药尘|传奇|漫画	药尘|你好|紧	药尘|囚禁|萧炎	药尘|是|几|品|炼药师	药尘传	药尘|百度|百科	药尘|传流|光花影	药尘|复活|用|的|谁|的|躯体	药尘|的|师傅	PAD	0.07400000000000001	0.04	0.026000000000000002	0.021	0.02	0.019	0.016	0.013000000000000001	0.011000000000000001	0.011000000000000001	0.0
计步	计步器|软件|哪个|好|用	知道	0	train	10	计步器	计步器|软件|免费|下载	计步器|下载|手机|版	计步器|下载	计步|软件	计步|赚钱	计步器|软件|哪个|好|用	计步器|软件	计步|软件|哪个|最|准确	计步|app	PAD	0.424	0.1	0.08900000000000001	0.086	0.057999999999999996	0.012	0.01	0.01	0.009000000000000001	0.008	0.0
阿司	阿司匹林	音乐	0	train	10	阿司匹林肠|溶片	阿司匹林	阿司匹林|的|作用	阿司匹林|肠溶片|的|作用	阿司匹林|的|作用|与|用途	阿司匹林|去|眼袋	阿司匹林|副作用	阿司匹林|祛|眼袋	阿司匹林|泡腾片	阿司匹林|的|副作用	PAD	0.255	0.213	0.13	0.073	0.026000000000000002	0.017	0.016	0.012	0.008	0.006999999999999999	0.0
酸浆	酸浆根	百科	1	train	10	酸浆果	酸浆草	酸浆|豆腐	酸浆草|的|功效|与|作用	酸浆面	酸浆|图片	酸浆水	酸浆果|的|功效|与|作用	酸浆草|图片	酸浆|豆腐|的|做法|视频	PAD	0.122	0.086	0.042	0.036000000000000004	0.03	0.027000000000000003	0.02	0.019	0.016	0.012	0.0
闭	闭合性|粉刺	健康	0	train	10	闭合性|粉刺	闭口|是|什么	闭口	闭合性|粉刺|怎么|治疗	闭|口|粉刺|怎么|去除	闭|口|粉刺	闭合|粉刺	闭嘴|的|英文	闭合性|粉刺|怎么|排|出来	闭经	PAD	0.1	0.07200000000000001	0.055	0.045	0.038	0.038	0.028999999999999998	0.023	0.022000000000000002	0.02	0.0
魔芋	凉拌|魔芋|的|做法	菜谱	0	train	10	魔芋|是|什么	魔芋|怎么|做|好吃	魔芋|豆腐	魔芋|图片	魔芋粉	魔芋|豆腐|的|做法	魔芋|粉|的|功效|与|作用	魔芋|豆腐|怎么|做|好吃	魔芋|的|功效|与|作用	魔芋|烧|鸭子	PAD	0.11699999999999999	0.071	0.044000000000000004	0.031	0.027999999999999997	0.021	0.019	0.015	0.013999999999999999	0.013000000000000001	0.0
雪松	雪松	百科	1	train	10	雪松|控股	雪|松树|图片	雪松|价格	雪松|图片	雪松|属	雪松|集团	雪松|像|什么	雪松|精油|的|功效|与|作用	雪松|控股|集团|有限公司	雪松|控股|集团	PAD	0.11699999999999999	0.065	0.039	0.036000000000000004	0.034	0.023	0.019	0.017	0.013000000000000001	0.013000000000000001	0.0
香蕉|什么|时	香蕉|什么|时候|吃|效果|最|好	经验	0	train	9	香蕉|什么|时候|吃|最|好	香蕉|什么|时候|成熟	香蕉|什么|时候|吃	香蕉|什么|时候|吃|好	香蕉|什么|时候|吃|最|减肥	香蕉|什么|时间|吃|最|好	香蕉|什么|时候|吃|减肥	香蕉|什么|时候|吃|最|好|呢	香蕉|什么|时候|吃|通便	PAD	PAD	0.5870000000000001	0.11699999999999999	0.09300000000000001	0.069	0.047	0.02	0.011000000000000001	0.009000000000000001	0.009000000000000001	0.0	0.0
黄焖鸡	黄焖鸡|的|做法	菜谱	1	train	10	黄焖鸡|做法	黄焖鸡|米饭	黄焖鸡|米饭|的|做法	黄|焖|鸡|块	黄焖鸡|的|做法	黄焖鸡|怎么|做	黄焖鸡|米饭|图片	黄焖鸡|米饭|加盟	黄焖鸡|配方	黄焖鸡|米饭|制作|方法	PAD	0.266	0.111	0.085	0.063	0.051	0.037000000000000005	0.015	0.013000000000000001	0.013000000000000001	0.011000000000000001	0.0
龙牡	龙|牡|壮|骨|颗粒	百科	1	train	10	龙|牡|壮|骨|颗粒	龙牡壮骨颗粒|害|了|我儿	龙牡壮骨|咀嚼片	龙牡壮骨冲剂|最佳|年龄	龙牡壮骨冲剂	龙牡壮骨|适合|年龄	龙牡壮骨冲剂|被|曝光	龙牡|多久|为|一疗程	龙|牡|壮|骨|颗粒|价格	龙牡壮骨颗粒|副作用	PAD	0.431	0.071	0.069	0.053	0.042	0.038	0.031	0.028999999999999998	0.027999999999999997	0.013000000000000001	0.0
三字经	三字经	百科	1	train	10	三字经|全文|朗读	三字经|全文	三字经|全集	三字经|儿歌	三字经|全文|带|拼音	三字经|原文	三字经|朗读|全文|)	三字经|全文|解释	三字经|标准|版	三字经|解释	PAD	0.235	0.146	0.043	0.035	0.017	0.013999999999999999	0.011000000000000001	0.01	0.008	0.005	0.0
tp	tplogincn|无线|路由器|设置	经验	1	train	10	tplogincn	tplink	tplogincn|管理|页面	tplogin	tplink|路由器|怎么|设置	tp-link	tp-link|路由器|设置	tplogin|管理员|登录	tplogincn	tps138	PAD	0.11699999999999999	0.061	0.049	0.028999999999999998	0.024	0.023	0.02	0.017	0.017	0.017	0.0
tp	tplogincn|无线|路由器|设置	经验	1	train	10	tplogincn	tplink	tplogincn|管理|页面	tplogin	tplink|路由器|怎么|设置	tp-link	tp-link|路由器|设置	tplogin|管理员|登录	tplogincn	tps138	PAD	0.11699999999999999	0.061	0.049	0.028999999999999998	0.024	0.023	0.02	0.017	0.017	0.017	0.0
三七粉	三七粉	百科	0	train	10	三|七|粉|的|功效|与|作用	三|七|粉|的|正确|吃法	三|七|粉|的|功效	三|七|粉|哪些|人|不宜|吃	三|七|粉|怎么|吃	三|七|粉|功效	三七粉|价格	三|七|粉|多少|钱|一|斤	三|七|粉|的|价格	三|七|粉|的|副作用	PAD	0.47200000000000003	0.08199999999999999	0.02	0.017	0.016	0.015	0.011000000000000001	0.009000000000000001	0.006999999999999999	0.006	0.0
东风	东风	汽车	1	train	10	东风|日产	东风|本田	东风|标致	东风|风光|580	东风|风光	东风|风神|ax7	东风|风神	东风|破	东风|风行|7|座|车	东风|风行	PAD	0.054000000000000006	0.027000000000000003	0.022000000000000002	0.019	0.018000000000000002	0.018000000000000002	0.016	0.013999999999999999	0.013999999999999999	0.013000000000000001	0.0
傲娇|男|神|住|我家	傲娇|男|神|住|我家|：|99|次|说|爱|你	阅读	1	train	7	傲娇|男|神|住|我家|小说	傲娇|男|神|住|我家|免费	傲娇|男|神|住|我家|百度|云	傲娇|男|神|住|我家|txt	傲娇|男|神|住|我家|txt|下载	傲娇|男|神|住|我家|笔趣阁	傲娇|男|神|住|我家|微盘	PAD	PAD	PAD	PAD	0.121	0.113	0.04	0.034	0.025	0.02	0.017	0.0	0.0	0.0	0.0
中通|快递	中通|快递	应用	0	train	10	中通|快递|单号|查询	中通|快递|查询	中通|快递|查询|单号	中通|快递|电话	中通|快递|单号|查询口	中通|快递|单号|查询|跟踪	中通|快递|查询|单号|查询	中通|快递|单号	中通|快递|电话|查询	中通|快递|查单|号码|查询	PAD	0.382	0.195	0.043	0.022000000000000002	0.018000000000000002	0.017	0.01	0.009000000000000001	0.006999999999999999	0.003	0.0
中通|快递	中通|快递|单号|查询	百科	1	train	10	中通|快递|单号|查询	中通|快递|查询	中通|快递|查询|单号	中通|快递|电话	中通|快递|单号|查询口	中通|快递|单号|查询|跟踪	中通|快递|查询|单号|查询	中通|快递|单号	中通|快递|电话|查询	中通|快递|查单|号码|查询	PAD	0.382	0.195	0.043	0.022000000000000002	0.018000000000000002	0.017	0.01	0.009000000000000001	0.006999999999999999	0.003	0.0
吉利	吉利	汽车	1	train	10	吉利博越	吉利|帝豪	吉利|远景	吉利|汽车	吉利|帝豪|gs	吉利|博瑞	吉利|缤瑞	吉利|远景|x3	吉利|远景|x6	吉利|新|车|上市	PAD	0.053	0.052000000000000005	0.045	0.039	0.027000000000000003	0.022000000000000002	0.018000000000000002	0.018000000000000002	0.016	0.016	0.0
椒盐虾	蒜|香椒|盐虾|的|做法	菜谱	1	train	10	椒盐虾|的|做法	椒盐虾|怎么|做	椒盐虾|的|做法|家常	椒盐|虾|蛄	椒盐虾|的|家常|做法	椒盐虾|的|做法|窍门	椒盐虾|图片	椒盐虾|怎么|做|好吃	椒盐虾|的|做法|大全|图解	椒盐虾|的|做法|视频	PAD	0.41600000000000004	0.043	0.026000000000000002	0.02	0.013000000000000001	0.009000000000000001	0.009000000000000001	0.008	0.006999999999999999	0.006999999999999999	0.0
中通|快递	中通|快递	应用	0	train	10	中通|快递|单号|查询	中通|快递|查询	中通|快递|查询|单号	中通|快递|电话	中通|快递|单号|查询口	中通|快递|单号|查询|跟踪	中通|快递|查询|单号|查询	中通|快递|单号	中通|快递|电话|查询	中通|快递|查单|号码|查询	PAD	0.382	0.195	0.043	0.022000000000000002	0.018000000000000002	0.017	0.01	0.009000000000000001	0.006999999999999999	0.003	0.0
丰田|卡罗	丰田|卡罗拉|Furia	百科	0	train	10	丰田|卡罗拉	丰田|卡罗拉|报价	丰田|卡罗拉双|擎	丰田|卡罗拉|2018|款	丰田|卡罗拉|图片	丰田|卡罗拉|油电|混合	丰田|卡罗拉油|电|混动	丰田|卡罗拉|怎么样	丰田|卡罗拉|报价|及|图片	丰田|卡罗拉|2018|款|图片	PAD	0.706	0.057999999999999996	0.024	0.023	0.01	0.01	0.008	0.006999999999999999	0.006999999999999999	0.006999999999999999	0.0
中通|快递	中通|快递|单号|查询	百科	1	train	10	中通|快递|单号|查询	中通|快递|查询	中通|快递|查询|单号	中通|快递|电话	中通|快递|单号|查询口	中通|快递|单号|查询|跟踪	中通|快递|查询|单号|查询	中通|快递|单号	中通|快递|电话|查询	中通|快递|查单|号码|查询	PAD	0.382	0.195	0.043	0.022000000000000002	0.018000000000000002	0.017	0.01	0.009000000000000001	0.006999999999999999	0.003	0.0
云闪付	云闪|付|银联|钱包	应用	1	train	10	云闪付|app	云闪|付|下载	云闪|付|怎么|用	云闪付|安全|吗	云闪付|是|什么	云闪付|app|下载	云闪|付|怎么|坐|公交	云闪付|是|什么|意思	云闪|付|坐|公交车|一|分|钱	云闪付|骗局	PAD	0.122	0.045	0.038	0.032	0.021	0.02	0.011000000000000001	0.009000000000000001	0.006999999999999999	0.006999999999999999	0.0
